feature,importancia
cat__diagnostico_principal_cie10_N390,0.00519619217094393
cat__diagnostico_principal_cie10_F411,0.005098924221826258
cat__diagnostico_principal_cie10_J189,0.005037561686122593
cat__diagnostico_principal_cie10_K358,0.004864325824251552
cat__diagnostico_principal_cie10_S824,0.004551459463004404
cat__diagnostico_principal_cie10_C349,0.004058642449532999
cat__diagnostico_principal_cie10_R073,0.004014590626637537
cat__profesional_responsable_MED-016,0.0038306960472798677
cat__diagnostico_principal_cie10_H269,0.003764069593196754
cat__diagnostico_principal_cie10_Z348,0.0036909634700281265
cat__medico_tratante_MED-016,0.0036465883509562832
cat__profesional_responsable_MED-014,0.0033627825526901444
cat__diagnostico_principal_cie10_A090,0.003299265062985612
cat__medico_tratante_MED-014,0.0032634075835259106
cat__medico_tratante_MED-032,0.003107818309273534
cat__medico_tratante_MED-033,0.003073129204462501
cat__profesional_responsable_MED-037,0.0029951232657825662
cat__profesional_responsable_MED-019,0.0029920070162727345
cat__medico_tratante_MED-037,0.0028854461135151117
cat__profesional_responsable_MED-033,0.002879591518203557
cat__profesional_responsable_MED-035,0.002873407296477027
cat__medico_tratante_MED-007,0.0027364215776750503
cat__profesional_responsable_MED-032,0.002684840384790991
cat__medico_tratante_MED-019,0.002573266543785779
cat__profesional_responsable_MED-030,0.0025227425256852585
cat__profesional_responsable_MED-005,0.002464711523202846
cat__profesional_responsable_MED-025,0.002434961323766086
cat__profesional_responsable_MED-039,0.0023978879266639084
cat__medico_tratante_MED-035,0.0023388182295949805
cat__profesional_responsable_MED-007,0.0023072707743572495
cat__profesional_responsable_MED-036,0.00228434992263916
cat__medico_tratante_MED-038,0.0021910873074711427
cat__profesional_responsable_MED-012,0.002182898783052387
cat__profesional_responsable_MED-008,0.0021682507527428104
cat__medico_tratante_MED-036,0.0021287813612277814
cat__medico_tratante_MED-030,0.0021287147806436824
cat__medico_tratante_MED-039,0.0021067532589349827
cat__profesional_responsable_MED-038,0.002081081645727591
cat__medico_tratante_MED-020,0.002035027016880325
cat__medico_tratante_MED-012,0.002000864853757787
cat__medico_tratante_MED-005,0.0019943200245725544
cat__medico_tratante_MED-008,0.0019746407863970323
cat__medico_tratante_MED-018,0.0019654344943699355
cat__profesional_responsable_MED-034,0.0019407971895237163
cat__profesional_responsable_MED-024,0.0019296944328331055
cat__medico_tratante_MED-025,0.0019007300960954873
cat__medico_tratante_MED-003,0.0018950086550532843
cat__medico_tratante_MED-004,0.0018173171617262994
cat__profesional_responsable_MED-017,0.0018135848494403965
cat__medico_tratante_MED-017,0.0018061882374136823
cat__medico_tratante_MED-021,0.0018051273250965561
cat__profesional_responsable_MED-018,0.0017983121640078748
cat__profesional_responsable_MED-020,0.0017709131055015665
cat__profesional_responsable_MED-003,0.0017612137939542923
cat__medico_tratante_MED-024,0.001683893453372136
cat__medico_tratante_MED-001,0.001652802201718116
cat__profesional_responsable_MED-006,0.0016452071109696036
cat__profesional_responsable_MED-026,0.0016411724702559878
cat__profesional_responsable_MED-004,0.0016323470303408355
cat__medico_tratante_MED-011,0.0016313146919505208
cat__profesional_responsable_MED-011,0.0016181418500530636
cat__profesional_responsable_MED-001,0.0016175966003708128
cat__profesional_responsable_MED-010,0.0015955399458205384
cat__profesional_responsable_MED-009,0.001588178368808796
cat__profesional_responsable_MED-021,0.0015538050701224472
cat__medico_tratante_MED-029,0.001458857164972762
cat__medico_tratante_MED-026,0.001434906170845311
cat__medico_tratante_MED-010,0.0014268666282901941
cat__medico_tratante_MED-034,0.0014138093128932413
cat__profesional_responsable_MED-029,0.001399318082487606
cat__medico_tratante_MED-027,0.0013681012302988386
cat__medico_tratante_MED-040,0.0013551641878342296
cat__profesional_responsable_MED-040,0.0013398988997494828
cat__medico_tratante_MED-006,0.0013375937055054446
cat__profesional_responsable_MED-027,0.0013276730800680474
cat__medico_tratante_MED-022,0.0013091587327644853
cat__medico_tratante_MED-013,0.0012905156118789562
cat__profesional_responsable_MED-002,0.0012905002142253065
cat__medico_tratante_MED-028,0.0012573491711862475
cat__medico_tratante_MED-002,0.0012328006247679414
cat__medico_tratante_MED-031,0.0012251364230591315
cat__profesional_responsable_MED-013,0.0012088948869409968
cat__profesional_responsable_MED-031,0.0011863346710617216
cat__medico_tratante_MED-009,0.0011397667576353299
cat__profesional_responsable_MED-022,0.00106495623646827
cat__profesional_responsable_MED-028,0.0010358283084833965
cat__profesional_responsable_MED-023,0.0009928140638569046
cat__profesional_responsable_MED-015,0.0009564773166256229
cat__medico_tratante_MED-023,0.0009482156267555962
cat__medico_tratante_MED-015,0.0009120161365624087
