feature,importancia
cat__profesional_responsable_MED-022,0.0005834020841098496
cat__medico_tratante_MED-023,0.0005304447784381159
cat__profesional_responsable_MED-002,0.0005127286113437428
cat__medico_tratante_MED-040,0.0005093494103920859
cat__profesional_responsable_MED-027,0.0004899786413783773
cat__medico_tratante_MED-027,0.0004597992637788441
cat__medico_tratante_MED-002,0.0004488721825352137
cat__profesional_responsable_MED-040,0.0004323700302812327
cat__profesional_responsable_MED-023,0.00036843500291872425
cat__profesional_responsable_MED-015,0.0003470440168156738
cat__medico_tratante_MED-015,0.00031834564580706244
num__eps_coincide_paciente,0.0
num__facturacion_tardia,0.0
